Angle_deg,Ideal_dB,Uncalibrated_dB,LS_Calibrated_dB,WLS_Calibrated_dB
45.45000000000002,-11.366095035925628,-15.636307228403439,-10.806445056095495,-10.753840799478922
45.900000000000006,-11.335796974719972,-15.767846935956625,-10.736599313714507,-10.684080706380554
46.349999999999994,-11.315587710679315,-15.913144283681666,-10.677056224436273,-10.62457151702249
46.80000000000001,-11.305102565017703,-16.072152825374054,-10.627360030633106,-10.574860141749117
47.25,-11.304007942998663,-16.244848194963847,-10.587091883765138,-10.534530043080752
47.70000000000002,-11.311998295711659,-16.431223176416566,-10.555865842010476,-10.503197278087539
48.150000000000006,-11.328793472568531,-16.63128183608916,-10.533325388515076,-10.480507054392431
48.599999999999994,-11.354136407680953,-16.845032350884917,-10.519140390250218,-10.466130721021678
49.05000000000001,-11.38779109283796,-17.072478071382587,-10.513004431338098,-10.459763128954076
49.5,-11.429540797577957,-17.31360623817613,-10.514632465889793,-10.461120307215648
49.95000000000002,-11.479186503209732,-17.568373616768923,-10.523758744466502,-10.469937409284604
50.400000000000006,-11.53654552286547,-17.836688126718553,-10.540134975663351,-10.48596689184157
50.849999999999994,-11.601450283989278,-18.11838531149181,-10.563528690365123,-10.508976893856083
51.30000000000001,-11.673747253251538,-18.41319822878229,-10.593721781201353,-10.538749788902834
51.75,-11.753295986871688,-18.72071904933747,-10.630509193841393,-10.575080887653474
52.20000000000002,-11.839968291839577,-19.040350367665987,-10.673697750183425,-10.617777270853983
52.650000000000006,-11.933647485636778,-19.37124401692863,-10.72310508633481,-10.666656735901125
53.099999999999994,-12.03422774384467,-19.712225166954155,-10.778558690657984,-10.721546842476092
53.55000000000001,-12.141613526543868,-20.06169988263256,-10.839895029151272,-10.782284044661976
