I_Observations,MSE_VA,MSE_MIMO,MSE_ILS,CRB_VA,CRB_MIMO
4.0,0.2062793584527968,0.12881896426540845,0.8174154502443844,0.022727272727272728,0.013257575757575758
5.0,0.1978095697476373,0.10207550677010246,0.6724573887545733,0.01818181818181818,0.010606060606060607
6.0,0.0988962855705858,3.879680180390898,4.321991071832502,0.015151515151515152,0.00883838383838384
7.0,0.07617079328902507,0.060432500372277265,0.12138480409329058,0.012987012987012988,0.007575757575757577
8.0,0.13896834910363032,0.12416221430772958,0.8331089999467066,0.011363636363636364,0.006628787878787879
9.0,0.10221855449162823,0.07711778847523983,0.5849256946652676,0.010101010101010102,0.005892255892255893
10.0,0.07147391318060879,0.07633398607355467,0.7868681627940152,0.00909090909090909,0.005303030303030303
11.0,0.10418079046900738,0.049430052041969694,0.8006189619318608,0.008264462809917356,0.0048209366391184574
12.0,0.10269853198308274,0.05684823542904292,0.5818251715750593,0.007575757575757576,0.00441919191919192
13.0,0.10498093685485141,0.08649448706906497,0.9184974530561579,0.006993006993006993,0.00407925407925408
14.0,0.053037625879585305,0.05993977394374876,0.4315175998242723,0.006493506493506494,0.0037878787878787884
15.0,0.215463354641731,0.11713580402179957,0.5796251442105463,0.006060606060606061,0.0035353535353535356
16.0,0.27881244885587464,0.1156843357367295,0.6910906126717388,0.005681818181818182,0.0033143939393939395
17.0,0.06690170314602434,0.048562473140278666,0.7255697096002222,0.0053475935828877,0.0031194295900178253
18.0,0.1409197223773187,0.07140531174742497,0.6341772729341926,0.005050505050505051,0.0029461279461279466
19.0,0.12209047267966437,0.07092853691676379,0.6188546662680723,0.004784688995215311,0.0027910685805422647
20.0,0.0810247086836779,0.06843344636488177,0.5076628436561397,0.004545454545454545,0.0026515151515151517
21.0,0.03834438667029059,0.037078096305162636,0.5561341263083351,0.004329004329004329,0.0025252525252525255
