SNR_dB,MSE_VA,MSE_MIMO,MSE_ILS,CRB_VA,CRB_MIMO
0.0,0.863706108513549,0.6430339598806537,1.3467331689302333,0.08333333333333333,0.04861111111111111
2.7777777777777777,0.8017219566248707,0.580700034546392,1.4724140695613561,0.057555898283797265,0.03357427399888174
5.555555555555555,0.388715014210198,0.3946850810482963,1.333503482909265,0.03628067633214191,0.021163727860416114
8.333333333333332,0.25562649440975044,0.13994148215702462,0.8845185862783979,0.021332184629446468,0.012443774367177108
11.11111111111111,0.2524848115482389,0.10185476067361153,0.6389488923098352,0.011977054851641532,0.006986615330124228
13.88888888888889,0.0844021652964971,0.05311093811428505,0.41139805452500494,0.006539956970660217,0.0038149748995517934
16.666666666666664,0.034743215523106795,0.025823927893592814,0.23187418549762495,0.003514996186197733,0.0020504144419486777
19.444444444444443,0.05191062252504034,0.022966597582242038,0.21200787615420735,0.0018728221671768925,0.001092479597519854
22.22222222222222,0.023708208283065777,0.009144855256680096,0.10798325819971268,0.0009931864210278663,0.0005793587455995887
25.0,0.008861702308300804,0.004883682600219869,0.07857377631265668,0.0005253848638767019,0.00030647450392807613
