I_Observations,MSE_VA,MSE_MIMO,MSE_ILS,CRB_VA,CRB_MIMO
4.0,0.04391940272118899,0.04654828451141319,0.1288281820656864,0.0024752475247524753,0.001443894389438944
5.0,0.025820742971849962,0.011418638687135062,0.1162454252401803,0.0019801980198019802,0.0011551155115511551
6.0,0.017578261406223566,0.012437547673067149,0.0814575181300615,0.0016501650165016502,0.0009625962596259627
7.0,0.020983037316634576,0.013737894093232233,0.1036832837861946,0.0014144271570014145,0.0008250825082508252
8.0,0.015325739960660863,0.00948217825536954,0.10329178018709541,0.0012376237623762376,0.000721947194719472
9.0,0.015869685289635952,0.10960486770520389,0.230925945049372,0.0011001100110011,0.0006417308397506417
10.0,0.015948495724443092,0.012695973304972342,0.1465780011809822,0.0009900990099009901,0.0005775577557755776
11.0,0.021091359846194587,0.016864344650356917,0.1445002289863144,0.0009000900090009,0.000525052505250525
12.0,0.022981982108584507,0.00909289379697232,0.07610698537764367,0.0008250825082508251,0.00048129812981298134
13.0,0.012900811404698044,0.0061122186020853755,0.06614174231704169,0.0007616146230007616,0.00044427519675044433
14.0,0.011666696174417403,0.008219923567309351,0.11358086778676345,0.0007072135785007072,0.0004125412541254126
15.0,0.01463688616076456,0.020991587974984266,0.18638326443406655,0.0006600660066006601,0.00038503850385038506
16.0,0.010641256856123202,0.00939489017740609,0.14730096793458228,0.0006188118811881188,0.000360973597359736
17.0,0.012262046759036001,0.006867358551062722,0.12184958825944775,0.0005824111822947001,0.00033973985633857506
18.0,0.012097496033521855,0.006314397981970473,0.09785503417457081,0.00055005500550055,0.00032086541987532086
19.0,0.02226715834414326,0.007919645747043801,0.12716356087985298,0.0005211047420531526,0.0003039777661976724
20.0,0.012440886094186854,0.007001046932646872,0.10795512389326327,0.0004950495049504951,0.0002887788778877888
21.0,0.02344889677807914,0.02121101883596497,0.1778690675051252,0.0004714757190004715,0.00027502750275027507
