Error_StdDev,MSE_VA,MSE_MIMO,MSE_ILS,CRB_VA,CRB_MIMO
0.05,0.022701057274579228,0.011917211581572704,0.07139553550875664,0.0016501650165016502,0.0009625962596259627
0.1,0.02424396304046583,0.02555661543045652,0.1358005107001018,0.0016501650165016502,0.0009625962596259627
0.15000000000000002,0.2611718892149484,0.21183545507227666,0.3213612520878323,0.0016501650165016502,0.0009625962596259627
0.2,0.07997387441170585,0.027991051919298068,0.1568351919997318,0.0016501650165016502,0.0009625962596259627
0.25,0.19927418331048571,0.034638305482870835,0.16764602262414968,0.0016501650165016502,0.0009625962596259627
0.3,0.038013356554511185,0.02006540418806763,0.27486017822715747,0.0016501650165016502,0.0009625962596259627
0.35000000000000003,0.05965921002120931,0.028556994106186097,0.2852473842117702,0.0016501650165016502,0.0009625962596259627
0.4,0.029233963758708934,0.04917080310191277,0.32077249408257585,0.0016501650165016502,0.0009625962596259627
0.45,0.033975003222461254,0.026037592807336526,0.4133080925389385,0.0016501650165016502,0.0009625962596259627
0.5,0.052102493596680385,0.0670186981664149,0.7232317232382747,0.0016501650165016502,0.0009625962596259627
